0.000000000000000000000000000000000000000000000000000000195422816726466	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000741487361485902	0.000000000000000000000000000000000000000000000000000000000351348386540446	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000207681587463263	0.0000000000000000000000000000000000000000000000000000000000191129848899541	0.00490845732067046	0.000000181194115268759	0.00555435896857785	0.00524421255699795	0.00930492678546323	0.0066614258816624	0.000000000000000000538874516246388	0.00132622812288075	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000820604524144799	0.0000120585150153575	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000316436833811157
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000062446483380574	0.000314139231732873	0.00000000000000000000000000000000000000000000000000000000000000000000000295159517011344	0.0000000000000000000000000000000000000000000000000000000000155767813383596	0.00000118514313821824	0.00419297486601993	0.0112032516888912	0.0025599450805763	0.010047911514873	0.00278164014578156	0.000777241301896765	0.000690074947288706	0.00000000000000000000000000000000000000000000000000000000990358102372004	0.0000134955577649482	0.000000000000000000000000000000000000000000000000000000000000000000000000000000764591325099167	0.0000000000000000000000000000000000000000000000000000000000000000238392072802515
0.0000000000000000000000149703241958419	0.00076433628019343	0.0372245511238994	0.00937232337818109	0.0118326066486945	0.003519263655616	0.0297232588100849	0.00868235365728181	0.0307486966149615	0.0176039966917469	0.00724686808517942	0.0000000180826438766047	0.0000000000000000318062785849322	0.0000000000000000000000000000000000000000000000000000279780317050874	0.00000495800769991485	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000377718082671442
0.00230018036359649	0.00377286970069196	0.0167047834984318	0.332899090823331	0.315408296627881	0.18645981700276	0.179632004483979	0.171150395838138	0.192380579596168	0.149475876798507	0.0912566468079755	0.0438714305699028	0.0148927055644997	0.00000834699601569499	0.00000285972822398043	0.00000000000000000000000000000018892612209825
0.000582579634909933	0.00371228379041007	0.0258494823044221	0.212582477612656	0.486526241858548	0.479302172359409	0.413397097409416	0.466856645822301	0.355652904322299	0.280722885848218	0.222836285013823	0.10372348067662	0.0484948048974285	0.00000986113406685426	0.0000132609387026297	0.00000374318048013413
0.00177043854255294	0.00437627249703329	0.0341726976772643	0.192072592934975	0.475945016401138	0.823872974447845	0.609233166350832	0.609672558842482	0.568298459739949	0.392674134607756	0.335569211107699	0.157067815614858	0.0664910664424831	0.0000160674627209247	0.0000101182607649525	0.00000301442534314934
0.00118422202479684	0.0071797446869632	0.0400128725730132	0.107265661871711	0.340802941575526	0.577606488413787	0.781140694696302	0.702159402536836	0.634908392911659	0.510862200714024	0.320357528407418	0.189368825035206	0.0643392095673095	0.0000163795562861678	0.00000410100850711255	0.00000349478980213196
0.00146039726856569	0.00504960704490655	0.0252207728249199	0.219293967757822	0.289766553299046	0.556072235521088	0.61534653535276	0.871541019623176	0.855502755673813	0.583459229427138	0.441661444098032	0.178043507113367	0.0467363558733165	0.0000122988529792325	0.00000913512833417088	0.00000602097415838912
0.0018453319737243	0.00287120359257177	0.0287559890192746	0.138190302111415	0.344128666070562	0.554909349599114	0.676374096655502	0.741911413238143	0.91710865938177	0.726236999899021	0.542655159542111	0.190734952452744	0.0691457215920898	0.0000143626161051225	0.000010272156668633	0.0000129503893416799
0.00173558069662468	0.00161235176743049	0.0378118442091722	0.17023656083701	0.231148945560781	0.411106794787561	0.54471046735948	0.613821035810538	0.640736520491048	0.616300492688148	0.412710653339269	0.212757967469842	0.0542779930460276	0.0000162810370309725	0.0000108243610478748	0.00000609172338735696
0.00000000740697289208304	0.000230518613210688	0.0417078506463027	0.129900351454262	0.196280134636582	0.422543627384162	0.509000460225121	0.54327803842162	0.742268499519444	0.705616661165047	0.557308808761566	0.273917201454384	0.0661760839292866	0.0000118079721296951	0.0000118226645434458	0.0000101613164687284
