1.722774	1.661433	1.618277	1.588731	1.554585	1.450703	1.429293	1.454630	1.488094	1.524052	1.525819	1.544867	1.543657	1.563932	1.593544	1.634217	1.682885	1.693029	1.690916	1.727848	1.759549	1.768132	1.800277	1.796856	1.767312	1.776887	1.779110	1.796452	1.746604	1.672026	1.633076	1.640252	1.681984	1.728628	1.793761	1.877973	1.948600	1.966203	1.984595	2.024324	2.035312	2.053950	2.058344	2.049704	2.018827	1.965107	1.911386	1.852324	1.796417	1.766513	1.720183	1.655236	1.602576	1.577856	1.572942	1.552532	1.550120	1.573444	1.617121	1.692225	1.793686	1.660418	1.463594	1.428502	1.377975	1.281272	1.176012	1.153986	1.167612	1.149215	1.111984	1.071331	1.030454	0.977965	0.940493	0.914384	0.895758	0.862276	0.812011	0.756776	0.704231	0.666639	0.622411	0.569065	0.522082	0.482488	0.454180	0.405248	0.317105	0.227334
1.661433	1.602275	1.560656	1.532162	1.499232	1.399049	1.378401	1.402836	1.435108	1.469786	1.471490	1.489859	1.488693	1.508246	1.536804	1.576028	1.622964	1.632747	1.630709	1.666326	1.696898	1.705175	1.736176	1.732876	1.704385	1.713618	1.715763	1.732487	1.684413	1.612491	1.574928	1.581849	1.622095	1.667078	1.729892	1.811106	1.879217	1.896194	1.913931	1.952246	1.962842	1.980816	1.985054	1.976722	1.946944	1.895136	1.843329	1.786369	1.732453	1.703614	1.658934	1.596299	1.545514	1.521675	1.516935	1.497252	1.494926	1.517420	1.559541	1.631971	1.729820	1.601297	1.411480	1.377638	1.328911	1.235650	1.134139	1.112897	1.126037	1.108296	1.072390	1.033185	0.993764	0.943144	0.907005	0.881827	0.863863	0.831574	0.783098	0.729830	0.679156	0.642902	0.600249	0.548803	0.503493	0.465308	0.438008	0.390819	0.305814	0.219239
1.618277	1.560656	1.520118	1.492364	1.460289	1.362709	1.342597	1.366397	1.397831	1.431608	1.433268	1.451160	1.450024	1.469069	1.496885	1.535091	1.580807	1.590336	1.588351	1.623043	1.652821	1.660883	1.691079	1.687865	1.660113	1.669107	1.671196	1.687486	1.640661	1.570607	1.534020	1.540760	1.579961	1.623775	1.684958	1.764062	1.830404	1.846940	1.864216	1.901536	1.911857	1.929364	1.933492	1.925376	1.896372	1.845910	1.795448	1.739968	1.687453	1.659362	1.615843	1.554835	1.505369	1.482149	1.477532	1.458361	1.456095	1.478005	1.519032	1.589581	1.684887	1.559703	1.374817	1.341854	1.294392	1.203554	1.104680	1.083989	1.096788	1.079508	1.044535	1.006348	0.967951	0.918645	0.883446	0.858921	0.841424	0.809974	0.762757	0.710872	0.661515	0.626203	0.584658	0.534548	0.490414	0.453222	0.426631	0.380667	0.297870	0.213544
1.588731	1.532162	1.492364	1.465117	1.433628	1.337829	1.318084	1.341450	1.372311	1.405470	1.407100	1.424666	1.423551	1.442248	1.469556	1.507064	1.551946	1.561300	1.559352	1.593410	1.622645	1.630559	1.660204	1.657048	1.629804	1.638633	1.640684	1.656677	1.610706	1.541931	1.506012	1.512630	1.551114	1.594129	1.654195	1.731855	1.796986	1.813219	1.830180	1.866819	1.876951	1.894139	1.898191	1.890224	1.861749	1.812208	1.762668	1.708201	1.656644	1.629066	1.586341	1.526447	1.477885	1.455089	1.450556	1.431735	1.429511	1.451020	1.491298	1.560559	1.654126	1.531227	1.349716	1.317355	1.270760	1.181580	1.084511	1.064198	1.076764	1.059799	1.025464	0.987975	0.950278	0.901873	0.867316	0.843239	0.826062	0.795186	0.748831	0.697893	0.649437	0.614770	0.573984	0.524788	0.481461	0.444947	0.418842	0.373717	0.292432	0.209646
1.554585	1.499232	1.460289	1.433628	1.402816	1.309076	1.289755	1.312619	1.342816	1.375263	1.376858	1.394046	1.392955	1.411250	1.437971	1.474673	1.518590	1.527744	1.525837	1.559164	1.587770	1.595514	1.624522	1.621434	1.594775	1.603415	1.605421	1.621070	1.576088	1.508791	1.473644	1.480120	1.517777	1.559867	1.618642	1.694633	1.758364	1.774249	1.790845	1.826696	1.836611	1.853429	1.857394	1.849598	1.821735	1.773259	1.724784	1.671487	1.621038	1.594053	1.552247	1.493640	1.446121	1.423815	1.419380	1.400963	1.398787	1.419834	1.459246	1.527019	1.618574	1.498317	1.320708	1.289042	1.243448	1.156185	1.061202	1.041326	1.053621	1.037021	1.003425	0.966740	0.929854	0.882490	0.848675	0.825116	0.808308	0.778095	0.732737	0.682894	0.635479	0.601557	0.561647	0.513509	0.471113	0.435384	0.409840	0.365685	0.286147	0.205140
1.450703	1.399049	1.362709	1.337829	1.309076	1.221600	1.203570	1.224906	1.253085	1.283364	1.284853	1.300892	1.299874	1.316946	1.341882	1.376132	1.417114	1.425656	1.423877	1.454976	1.481671	1.488898	1.515967	1.513085	1.488208	1.496270	1.498143	1.512746	1.470769	1.407970	1.375171	1.381214	1.416355	1.455633	1.510480	1.581393	1.640865	1.655688	1.671176	1.704631	1.713883	1.729578	1.733278	1.726002	1.700002	1.654765	1.609529	1.559794	1.512716	1.487534	1.448521	1.393831	1.349488	1.328672	1.324533	1.307347	1.305316	1.324957	1.361735	1.424979	1.510417	1.398195	1.232454	1.202904	1.160357	1.078926	0.990290	0.971742	0.983215	0.967724	0.936373	0.902140	0.867719	0.823519	0.791965	0.769979	0.754294	0.726101	0.683773	0.637261	0.593015	0.561359	0.524116	0.479195	0.439632	0.406290	0.382453	0.341249	0.267026	0.191432
1.429293	1.378401	1.342597	1.318084	1.289755	1.203570	1.185807	1.206828	1.234591	1.264423	1.265890	1.281692	1.280689	1.297510	1.322077	1.355821	1.396199	1.404615	1.402862	1.433502	1.459803	1.466923	1.493593	1.490754	1.466243	1.474187	1.476032	1.490420	1.449063	1.387190	1.354875	1.360829	1.395451	1.434149	1.488187	1.558053	1.616648	1.631252	1.646511	1.679473	1.688589	1.704051	1.707697	1.700529	1.674912	1.630343	1.585774	1.536773	1.490390	1.465580	1.427143	1.373259	1.329571	1.309062	1.304985	1.288052	1.286051	1.305402	1.341638	1.403948	1.488125	1.377559	1.214265	1.185151	1.143232	1.063002	0.975674	0.957400	0.968704	0.953442	0.922553	0.888826	0.854912	0.811365	0.780276	0.758615	0.743162	0.715384	0.673682	0.627856	0.584263	0.553074	0.516381	0.472123	0.433143	0.400294	0.376809	0.336212	0.263085	0.188606
1.454630	1.402836	1.366397	1.341450	1.312619	1.224906	1.206828	1.228222	1.256477	1.286838	1.288331	1.304413	1.303392	1.320511	1.345514	1.379857	1.420950	1.429515	1.427731	1.458915	1.485681	1.492928	1.520070	1.517181	1.492236	1.500320	1.502198	1.516841	1.474751	1.411781	1.378893	1.384953	1.420189	1.459573	1.514569	1.585673	1.645307	1.660170	1.675699	1.709245	1.718523	1.734260	1.737970	1.730675	1.704604	1.659245	1.613885	1.564016	1.516811	1.491561	1.452442	1.397604	1.353140	1.332268	1.328119	1.310886	1.308849	1.328543	1.365421	1.428836	1.514505	1.401980	1.235790	1.206161	1.163498	1.081846	0.992970	0.974372	0.985877	0.970344	0.938908	0.904582	0.870068	0.825748	0.794108	0.772064	0.756336	0.728066	0.685624	0.638986	0.594620	0.562879	0.525535	0.480492	0.440822	0.407390	0.383488	0.342173	0.267749	0.191950
1.488094	1.435108	1.397831	1.372311	1.342816	1.253085	1.234591	1.256477	1.285382	1.316442	1.317969	1.334421	1.333377	1.350889	1.376468	1.411600	1.453639	1.462401	1.460576	1.492477	1.519859	1.527273	1.555040	1.552084	1.526565	1.534835	1.536756	1.551736	1.508677	1.444259	1.410615	1.416813	1.452860	1.493150	1.549411	1.622152	1.683157	1.698362	1.714249	1.748566	1.758057	1.774156	1.777952	1.770489	1.743818	1.697415	1.651013	1.599996	1.551705	1.525874	1.485856	1.429756	1.384269	1.362917	1.358672	1.341043	1.338959	1.359106	1.396833	1.461706	1.549346	1.434232	1.264220	1.233908	1.190264	1.106734	1.015813	0.996787	1.008557	0.992667	0.960507	0.925392	0.890084	0.844745	0.812377	0.789825	0.773736	0.744815	0.701397	0.653686	0.608299	0.575828	0.537625	0.491546	0.450963	0.416762	0.392311	0.350044	0.273908	0.196366
1.524052	1.469786	1.431608	1.405470	1.375263	1.283364	1.264423	1.286838	1.316442	1.348252	1.349815	1.366666	1.365596	1.383532	1.409728	1.445709	1.488764	1.497738	1.495868	1.528540	1.556585	1.564177	1.592615	1.589588	1.563452	1.571922	1.573889	1.589231	1.545132	1.479157	1.444700	1.451049	1.487966	1.529230	1.586850	1.661349	1.723828	1.739401	1.755671	1.790818	1.800538	1.817026	1.820913	1.813270	1.785955	1.738431	1.690907	1.638657	1.589200	1.562745	1.521759	1.464304	1.417718	1.395850	1.391502	1.373447	1.371313	1.391947	1.430585	1.497026	1.586784	1.468888	1.294768	1.263724	1.219025	1.133477	1.040359	1.020873	1.032927	1.016653	0.983716	0.947753	0.911591	0.865157	0.832007	0.808910	0.792432	0.762812	0.718345	0.669481	0.622998	0.589742	0.550616	0.503423	0.461860	0.426833	0.401790	0.358503	0.280527	0.201111
