4.921955	4.813646	4.721726	4.771109	4.681474	2.468777	2.518715	2.582795	2.464408	2.474181	1.423456	1.469145	1.444960	1.406477	1.423631	0.626230	0.632170	0.652810	0.664970	0.663593	4.963291	4.974833	4.844547	4.749800	4.628109	3.874244	3.841201	3.899432	3.678372	3.665307	3.826666	3.752229	3.868321	4.108976	4.362015	4.193022	4.195518	4.115436	4.069928	4.064209	2.869510	2.929188	2.946174	3.004223	2.962932	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.813646	4.696158	4.629274	4.629430	4.607741	2.417336	2.468858	2.493257	2.426775	2.392041	1.409583	1.433499	1.412566	1.380123	1.393052	0.605891	0.635046	0.629242	0.633595	0.646903	4.849046	4.860990	4.713871	4.579641	4.513347	3.722646	3.767861	3.816727	3.585702	3.527796	3.719952	3.652337	3.814527	4.017222	4.268453	4.063174	4.094750	4.028605	3.977197	3.984471	2.803790	2.892757	2.893458	2.912543	2.895038	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.721726	4.629274	4.552360	4.528168	4.517285	2.361118	2.414354	2.465976	2.345895	2.354048	1.382973	1.406006	1.393669	1.359538	1.356685	0.597874	0.612227	0.621066	0.641677	0.634273	4.754182	4.783427	4.619819	4.528665	4.429873	3.697149	3.723652	3.740790	3.549819	3.449895	3.677223	3.591058	3.706582	3.930804	4.200169	4.017128	4.020938	3.934215	3.929327	3.893577	2.735796	2.804427	2.824557	2.867432	2.877089	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.771109	4.629430	4.528168	4.558170	4.529583	2.353438	2.427791	2.462240	2.380918	2.370232	1.378806	1.398112	1.384535	1.363576	1.371519	0.597410	0.618550	0.631414	0.637925	0.621738	4.735385	4.768285	4.657675	4.568449	4.428702	3.700152	3.713346	3.747964	3.561099	3.452037	3.687214	3.607054	3.714976	3.956300	4.204230	3.992300	4.028076	3.942015	3.933628	3.885813	2.756089	2.820594	2.816453	2.888089	2.838265	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.681474	4.607741	4.517285	4.529583	4.541460	2.375978	2.421345	2.478297	2.364766	2.358690	1.379620	1.387774	1.383006	1.347590	1.370805	0.602830	0.606953	0.623825	0.634948	0.625237	4.737177	4.789133	4.642537	4.509965	4.448832	3.690528	3.703219	3.721412	3.507899	3.443549	3.657277	3.580791	3.725414	3.914685	4.186572	4.018971	4.001376	3.956083	3.904795	3.866328	2.734273	2.812983	2.826982	2.835736	2.856185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.468777	2.417336	2.361118	2.353438	2.375978	4.111816	4.223322	4.313022	4.135732	4.138020	2.853021	2.906756	2.887829	2.829251	2.784309	1.398722	1.435819	1.443895	1.473637	1.478279	0.302957	0.295180	0.290045	0.286952	0.282901	2.923875	2.911664	2.941945	2.792063	2.730093	3.706089	3.632680	3.785538	4.019241	4.227107	3.994105	4.006566	3.918934	3.895599	3.857213	3.618206	3.718186	3.741611	3.782873	3.751911	2.953714	2.935287	2.938829	2.901696	2.857055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.518715	2.468858	2.414354	2.427791	2.421345	4.223322	4.329946	4.404036	4.219375	4.221667	2.893058	2.948826	2.931655	2.873366	2.849012	1.440860	1.451487	1.500899	1.495641	1.515590	0.303876	0.305836	0.294729	0.291694	0.281680	2.963828	2.980807	3.000477	2.811775	2.799804	3.841442	3.737389	3.840935	4.080951	4.352225	4.062440	4.067559	3.975564	3.945767	3.948802	3.666168	3.816260	3.800073	3.843451	3.805558	2.966250	2.988922	3.009053	2.971112	2.901689	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.582795	2.493257	2.465976	2.462240	2.478297	4.313022	4.404036	4.463832	4.313827	4.289402	2.963442	3.006895	2.983005	2.931580	2.906503	1.467678	1.482385	1.500351	1.534319	1.533481	0.311101	0.308482	0.304694	0.290866	0.287886	3.006349	3.023023	3.037214	2.878712	2.856497	3.899708	3.818610	3.933907	4.147615	4.412148	4.147216	4.144223	4.061038	4.032043	4.029975	3.734597	3.847028	3.875887	3.897154	3.898618	3.023449	3.062256	3.030716	3.000815	2.961024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.464408	2.426775	2.345895	2.380918	2.364766	4.135732	4.219375	4.313827	4.130552	4.121775	2.860210	2.902413	2.849129	2.815943	2.805543	1.402144	1.431528	1.466749	1.466996	1.498634	0.309517	0.301915	0.289629	0.280388	0.277759	2.912005	2.913946	2.908765	2.770919	2.750824	3.732013	3.664986	3.819584	4.010802	4.263503	3.996929	3.982416	3.913860	3.889442	3.864997	3.622462	3.727511	3.721601	3.756056	3.727011	2.947674	2.966668	2.937115	2.926988	2.847892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.474181	2.392041	2.354048	2.370232	2.358690	4.138020	4.221667	4.289402	4.121775	4.061583	2.838223	2.875680	2.850901	2.780573	2.773607	1.407152	1.422836	1.430710	1.448300	1.463702	0.297218	0.301824	0.287844	0.280005	0.273773	2.892302	2.905357	2.948339	2.748159	2.710916	3.729647	3.642615	3.775670	3.967758	4.215000	3.958014	3.957595	3.910871	3.887861	3.829542	3.590328	3.673672	3.738947	3.770477	3.710045	2.906026	2.905588	2.913131	2.880215	2.824535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
